PostalCode,Address,Route_January,Route_July,LeafYardWaste_January,LeafYardWaste_July,PropertyType
P6C 3M3,416 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K1,432 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,421 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,414 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,464 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,425 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K1,444 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H8,157 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K1,448 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H8,161 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6A 1J1,354 Wellington Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Non-residential
P6A 1J1,352 Wellington Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Non-residential
P6C 3H5,435 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,407 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,411 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,415 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,424 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J9,396 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,419 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,423 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H2,391 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H2,389 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H5,443 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J9,404 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J9,400 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H4,440 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J9,408 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H3,396 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H3,400 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H4,456 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H2,403 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H4,452 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K1,452 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H3,406 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E5,357 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E5,353 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H3,404 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H3,410 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K1,456 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J9,416 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E5,363 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K1,430 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J9,420 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J7,350 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E6,362 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E5,365 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J7,354 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H2,415 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E5,367 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E5,371 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H2,419 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E6,366 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H5,455 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E6,364 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N5,447 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6A 1H9,321 Wellington Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Non-residential
P6A 1S5,339 Beverley Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Non-residential
P6A 1H9,317 Wellington Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Non-residential
P6C 3P3,579 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K3,494 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K3,498 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K9,670 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Non-residential
P6C 3N9,550 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,504 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J3,609 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N9,542 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L9,552 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L9,568 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,511 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J3,617 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L9,566 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N9,546 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G7,6 Langdon Crescent,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,539 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,543 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,612 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K3,502 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M1,569 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G7,14 Langdon Crescent,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K3,506 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G7,10 Langdon Crescent,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,512 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M1,571 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M1,585 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M1,589 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H6,495 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,616 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Z1,29 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H6,491 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,514 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L9,580 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Z1,25 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,555 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Z1,21 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,620 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,547 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,551 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Y9,20 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B5,521 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L9,582 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L9,572 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J3,581 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,604 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H9,551 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N1,574 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,525 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J3,589 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,105 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,608 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M9,577 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2B2,43 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H6,499 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,540 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L9,576 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M7,550 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,544 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1W3,135 Conmee Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,546 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M9,561 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H6,503 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G5,38 Marsh Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,548 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B5,525 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H5,70 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,547 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H5,74 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H5,66 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E1,18 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,549 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2A9,3 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H5,62 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,518 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,555 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H5,60 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2A9,7 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H5,68 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2B1,8 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1W1,145 Conmee Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,529 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P2,562 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P2,566 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2B2,35 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P2,572 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,516 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2B2,27 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2A9,11 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,520 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2B2,31 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K7,564 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K6,591 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,559 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K6,575 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2C1,635 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2C1,639 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K6,561 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P2,578 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P2,582 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K6,571 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K6,567 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K7,572 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Y9,16 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2A9,15 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,113 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,109 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M9,571 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M9,565 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K7,568 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E2,15 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2C1,647 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E2,19 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2C1,651 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H4,44 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H4,40 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,478 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K7,576 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Z1,37 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,85 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,600 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Z1,33 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,77 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,81 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N1,568 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H9,555 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2B2,39 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M9,581 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H9,559 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,529 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H9,561 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K6,579 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N1,578 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2C1,659 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K6,581 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J3,585 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,533 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,537 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N7,501 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K7,580 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,101 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N1,586 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K7,584 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N8,504 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,612 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2C1,663 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L5,507 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,73 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,616 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P1,519 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J3,597 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2G8,37 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J3,593 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N7,473 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C7,522 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B5,517 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,624 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,69 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B5,515 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K6,587 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K6,583 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2C1,671 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,93 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2G8,27 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,620 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,628 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H9,212 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C7,538 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N9,514 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H3,18 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,549 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H4,34 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,545 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2H1,65 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1V6,124 Byrne Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H4,30 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,479 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1N1,164 Kehoe Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H9,567 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L7,517 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H9,565 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H9,571 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K7,592 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K7,588 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K7,596 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
